,subject,relation,object
601,lab_appointment,party,mother
603,lab_appointment,date,the 10th
608,dinner,date,friday
609,yoga_activity,time,2pm
611,yoga_activity,party,father
613,yoga_activity,date,the 13th
614,yoga_activity,time,10am
616,yoga_activity,party,jon
618,yoga_activity,date,the 3rd
619,manhattan,monday,"foggy, low of 20f, high of 30f"
620,manhattan,tuesday,"frost, low of 30f, high of 50f"
621,manhattan,wednesday,"rain, low of 20f, high of 30f"
622,manhattan,thursday,"cloudy, low of 40f, high of 50f"
623,manhattan,friday,"misty, low of 20f, high of 30f"
624,manhattan,saturday,"drizzle, low of 70f, high of 80f"
625,manhattan,sunday,"dew, low of 20f, high of 30f"
626,corona,monday,"drizzle, low of 80f, high of 100f"
627,corona,tuesday,"drizzle, low of 30f, high of 40f"
628,corona,wednesday,"foggy, low of 90f, high of 100f"
629,corona,thursday,"clear skies, low of 60f, high of 70f"
630,corona,friday,"drizzle, low of 30f, high of 50f"
631,corona,saturday,"drizzle, low of 50f, high of 70f"
632,corona,sunday,"rain, low of 70f, high of 80f"
633,inglewood,monday,"rain, low of 40f, high of 50f"
634,inglewood,tuesday,"dry, low of 30f, high of 40f"
635,inglewood,wednesday,"dew, low of 80f, high of 100f"
636,inglewood,thursday,"cloudy, low of 20f, high of 40f"
637,inglewood,friday,"dew, low of 90f, high of 100f"
638,inglewood,saturday,"clear skies, low of 70f, high of 90f"
639,inglewood,sunday,"rain, low of 30f, high of 40f"
640,carson,monday,"rain, low of 50f, high of 70f"
641,carson,tuesday,"stormy, low of 50f, high of 60f"
642,carson,wednesday,"windy, low of 60f, high of 70f"
643,carson,thursday,"dew, low of 30f, high of 40f"
644,carson,friday,"foggy, low of 50f, high of 70f"
645,carson,saturday,"cloudy, low of 90f, high of 100f"
646,carson,sunday,"hail, low of 60f, high of 70f"
647,alameda,monday,"windy, low of 70f, high of 80f"
648,alameda,tuesday,"hot, low of 90f, high of 100f"
649,alameda,wednesday,"misty, low of 50f, high of 60f"
650,alameda,thursday,"hail, low of 30f, high of 40f"
651,alameda,friday,"dry, low of 50f, high of 70f"
652,alameda,saturday,"raining, low of 40f, high of 60f"
653,alameda,sunday,"stormy, low of 70f, high of 90f"
654,durham,monday,"cloudy, low of 70f, high of 90f"
655,durham,tuesday,"foggy, low of 90f, high of 100f"
656,durham,wednesday,"raining, low of 40f, high of 50f"
657,durham,thursday,"raining, low of 20f, high of 40f"
658,durham,friday,"snow, low of 70f, high of 80f"
659,durham,saturday,"humid, low of 90f, high of 100f"
660,durham,sunday,"windy, low of 70f, high of 80f"
661,alhambra,monday,"clear skies, low of 60f, high of 70f"
662,alhambra,tuesday,"clear skies, low of 70f, high of 90f"
663,alhambra,wednesday,"clear skies, low of 50f, high of 70f"
664,alhambra,thursday,"snow, low of 80f, high of 90f"
665,alhambra,friday,"misty, low of 60f, high of 80f"
666,alhambra,saturday,"stormy, low of 70f, high of 80f"
667,alhambra,sunday,"foggy, low of 70f, high of 80f"
668,manhattan,monday,"blizzard, low of 40f, high of 50f"
669,manhattan,tuesday,"dew, low of 40f, high of 60f"
670,manhattan,wednesday,"dew, low of 20f, high of 40f"
671,manhattan,thursday,"rain, low of 50f, high of 60f"
672,manhattan,friday,"snow, low of 70f, high of 80f"
673,manhattan,saturday,"humid, low of 60f, high of 80f"
674,manhattan,sunday,"cloudy, low of 90f, high of 100f"
675,menlo_park,monday,"windy, low of 80f, high of 90f"
676,menlo_park,tuesday,"foggy, low of 50f, high of 70f"
677,menlo_park,wednesday,"overcast, low of 20f, high of 30f"
678,menlo_park,thursday,"hail, low of 40f, high of 60f"
679,menlo_park,friday,"humid, low of 70f, high of 90f"
680,menlo_park,saturday,"blizzard, low of 20f, high of 40f"
681,menlo_park,sunday,"warm, low of 90f, high of 100f"
682,los_angeles,monday,"misty, low of 90f, high of 100f"
683,los_angeles,tuesday,"overcast, low of 20f, high of 30f"
684,los_angeles,wednesday,"foggy, low of 20f, high of 30f"
685,los_angeles,thursday,"dew, low of 40f, high of 50f"
686,los_angeles,friday,"frost, low of 40f, high of 50f"
687,los_angeles,saturday,"rain, low of 90f, high of 100f"
688,los_angeles,sunday,"hail, low of 20f, high of 40f"
689,downtown_chicago,monday,"dry, low of 30f, high of 40f"
690,downtown_chicago,tuesday,"snow, low of 60f, high of 80f"
691,downtown_chicago,wednesday,"snow, low of 40f, high of 60f"
692,downtown_chicago,thursday,"hot, low of 80f, high of 90f"
693,downtown_chicago,friday,"drizzle, low of 50f, high of 60f"
694,downtown_chicago,saturday,"foggy, low of 70f, high of 90f"
695,downtown_chicago,sunday,"drizzle, low of 50f, high of 70f"
696,grand_rapids,monday,"raining, low of 90f, high of 100f"
697,grand_rapids,tuesday,"stormy, low of 30f, high of 50f"
698,grand_rapids,wednesday,"dew, low of 80f, high of 100f"
699,grand_rapids,thursday,"misty, low of 90f, high of 100f"
700,grand_rapids,friday,"hot, low of 80f, high of 100f"
701,grand_rapids,saturday,"cloudy, low of 20f, high of 40f"
702,grand_rapids,sunday,"blizzard, low of 50f, high of 60f"
703,san_jose,monday,"misty, low of 90f, high of 100f"
704,san_jose,tuesday,"clear skies, low of 60f, high of 80f"
705,san_jose,wednesday,"clear skies, low of 30f, high of 50f"
706,san_jose,thursday,"hail, low of 70f, high of 90f"
707,san_jose,friday,"hot, low of 90f, high of 100f"
708,san_jose,saturday,"windy, low of 90f, high of 100f"
709,san_jose,sunday,"drizzle, low of 30f, high of 50f"
710,alhambra,monday,"windy, low of 60f, high of 70f"
711,alhambra,tuesday,"rain, low of 40f, high of 60f"
712,alhambra,wednesday,"windy, low of 30f, high of 40f"
713,alhambra,thursday,"foggy, low of 70f, high of 80f"
714,alhambra,friday,"overcast, low of 70f, high of 80f"
715,alhambra,saturday,"hot, low of 90f, high of 100f"
716,alhambra,sunday,"rain, low of 30f, high of 40f"
718,peets_coffee,traffic_info,moderate traffic
719,peets_coffee,distance,5 miles
721,5677_springer_street,traffic_info,road block nearby
722,5677_springer_street,distance,3 miles
725,the_westin,distance,6 miles
728,dish_parking,distance,6 miles
730,papa_johns,traffic_info,moderate traffic
731,papa_johns,distance,5 miles
734,mandarin_roots,distance,1 miles
736,palo_alto_medical_foundation,traffic_info,heavy traffic
737,palo_alto_medical_foundation,distance,8 miles
739,pizza_chicago,traffic_info,road block nearby
740,pizza_chicago,distance,6 miles
741,pizza_hut,address,704 el camino real
742,pizza_hut,traffic_info,heavy traffic
743,pizza_hut,distance,3 miles
744,four_seasons,address,465 arcadia pl
745,four_seasons,traffic_info,heavy traffic
746,four_seasons,distance,3 miles
749,p.f._changs,distance,6 miles
752,palo_alto_medical_foundation,distance,5 miles
753,trader_joes,address,408 university ave
754,trader_joes,traffic_info,no traffic
755,trader_joes,distance,5 miles
756,tai_pan,address,830 almanor ln
757,tai_pan,traffic_info,heavy traffic
758,tai_pan,distance,3 miles
759,sigona_farmers_market,address,638 amherst st
760,sigona_farmers_market,traffic_info,no traffic
761,sigona_farmers_market,distance,4 miles
762,dentist_appointment,time,3pm
764,dentist_appointment,party,sister
766,dentist_appointment,date,the 2nd
767,dentist_appointment,time,2pm
771,dentist_appointment,date,the 6th
772,dinner,time,5pm
774,dinner,party,alex
776,dinner,date,the 9th
782,lab_appointment,time,7pm
784,lab_appointment,party,sister
786,lab_appointment,date,tuesday
787,lab_appointment,time,3pm
791,lab_appointment,date,the 18th
792,lab_appointment,time,6pm
794,lab_appointment,party,tom
796,lab_appointment,date,the 3rd
797,taking_medicine,time,4pm
799,taking_medicine,party,brother
801,taking_medicine,date,friday
802,inglewood,monday,"raining, low of 20f, high of 40f"
803,inglewood,tuesday,"hot, low of 80f, high of 90f"
804,inglewood,wednesday,"blizzard, low of 40f, high of 60f"
805,inglewood,thursday,"dew, low of 70f, high of 80f"
806,inglewood,friday,"clear skies, low of 20f, high of 40f"
807,inglewood,saturday,"stormy, low of 90f, high of 100f"
808,inglewood,sunday,"raining, low of 40f, high of 50f"
809,alameda,monday,"misty, low of 50f, high of 60f"
810,alameda,tuesday,"misty, low of 40f, high of 60f"
811,alameda,wednesday,"hot, low of 80f, high of 100f"
812,alameda,thursday,"dew, low of 40f, high of 60f"
813,alameda,friday,"humid, low of 60f, high of 80f"
814,alameda,saturday,"clear skies, low of 70f, high of 80f"
815,alameda,sunday,"windy, low of 20f, high of 30f"
816,alhambra,monday,"raining, low of 50f, high of 70f"
817,alhambra,tuesday,"hot, low of 80f, high of 100f"
818,alhambra,wednesday,"dry, low of 70f, high of 80f"
819,alhambra,thursday,"clear skies, low of 40f, high of 50f"
820,alhambra,friday,"dry, low of 70f, high of 90f"
821,alhambra,saturday,"stormy, low of 60f, high of 70f"
822,alhambra,sunday,"overcast, low of 90f, high of 100f"
823,durham,monday,"drizzle, low of 50f, high of 70f"
824,durham,tuesday,"snow, low of 30f, high of 50f"
825,durham,wednesday,"cloudy, low of 50f, high of 70f"
826,durham,thursday,"rain, low of 20f, high of 30f"
827,durham,friday,"overcast, low of 40f, high of 60f"
828,durham,saturday,"cloudy, low of 40f, high of 50f"
829,durham,sunday,"cloudy, low of 90f, high of 100f"
830,redwood_city,monday,"cloudy, low of 90f, high of 100f"
831,redwood_city,tuesday,"windy, low of 90f, high of 100f"
832,redwood_city,wednesday,"windy, low of 90f, high of 100f"
833,redwood_city,thursday,"cloudy, low of 40f, high of 60f"
834,redwood_city,friday,"windy, low of 60f, high of 70f"
835,redwood_city,saturday,"rain, low of 30f, high of 40f"
836,redwood_city,sunday,"humid, low of 70f, high of 80f"
837,camarillo,monday,"clear skies, low of 90f, high of 100f"
838,camarillo,tuesday,"cloudy, low of 90f, high of 100f"
839,camarillo,wednesday,"windy, low of 30f, high of 50f"
840,camarillo,thursday,"snow, low of 90f, high of 100f"
841,camarillo,friday,"overcast, low of 90f, high of 100f"
842,camarillo,saturday,"overcast, low of 60f, high of 80f"
843,camarillo,sunday,"rain, low of 60f, high of 70f"
844,atherton,monday,"overcast, low of 90f, high of 100f"
845,atherton,tuesday,"drizzle, low of 30f, high of 40f"
846,atherton,wednesday,"warm, low of 90f, high of 100f"
847,atherton,thursday,"cloudy, low of 70f, high of 80f"
848,atherton,friday,"misty, low of 90f, high of 100f"
849,atherton,saturday,"misty, low of 50f, high of 60f"
850,atherton,sunday,"frost, low of 30f, high of 50f"
856,palo_alto_medical_foundation,distance,6 miles
858,hotel_keen,traffic_info,no traffic
861,whole_foods,traffic_info,moderate traffic
862,whole_foods,distance,2 miles
864,p.f._changs,traffic_info,heavy traffic
865,p.f._changs,distance,3 miles
866,midtown_shopping_center,address,338 alester ave
867,midtown_shopping_center,traffic_info,moderate traffic
868,midtown_shopping_center,distance,1 miles
871,5677_springer_street,distance,1 miles
872,jills_house,address,347 alta mesa ave
873,jills_house,traffic_info,moderate traffic
874,jills_house,distance,5 miles
875,palo_alto_cafe,address,436 alger dr
876,palo_alto_cafe,traffic_info,no traffic
877,palo_alto_cafe,distance,1 miles
878,topanga_mall,address,171 oak rd
879,topanga_mall,traffic_info,heavy traffic
880,topanga_mall,distance,1 miles
884,panda_express,address,842 arrowhead way
885,panda_express,traffic_info,heavy traffic
886,panda_express,distance,5 miles
890,chevron,address,783 arcadia pl
891,chevron,traffic_info,heavy traffic
892,chevron,distance,5 miles
893,jacks_house,address,864 almanor ln
894,jacks_house,traffic_info,road block nearby
895,jacks_house,distance,6 miles
896,san_jose,monday,"drizzle, low of 20f, high of 30f"
897,san_jose,tuesday,"clear skies, low of 90f, high of 100f"
898,san_jose,wednesday,"cloudy, low of 30f, high of 40f"
899,san_jose,thursday,"snow, low of 80f, high of 100f"
900,san_jose,friday,"dry, low of 80f, high of 100f"
901,san_jose,saturday,"snow, low of 60f, high of 80f"
902,san_jose,sunday,"windy, low of 40f, high of 50f"
903,new_york,monday,"warm, low of 70f, high of 90f"
904,new_york,tuesday,"cloudy, low of 70f, high of 80f"
905,new_york,wednesday,"overcast, low of 50f, high of 70f"
906,new_york,thursday,"overcast, low of 50f, high of 70f"
907,new_york,friday,"foggy, low of 40f, high of 60f"
908,new_york,saturday,"cloudy, low of 80f, high of 90f"
909,new_york,sunday,"drizzle, low of 40f, high of 60f"
910,seattle,monday,"clear skies, low of 60f, high of 80f"
911,seattle,tuesday,"raining, low of 50f, high of 60f"
912,seattle,wednesday,"drizzle, low of 50f, high of 70f"
913,seattle,thursday,"foggy, low of 30f, high of 50f"
914,seattle,friday,"cloudy, low of 70f, high of 90f"
915,seattle,saturday,"drizzle, low of 90f, high of 100f"
916,seattle,sunday,"warm, low of 70f, high of 80f"
917,compton,monday,"dry, low of 40f, high of 50f"
918,compton,tuesday,"rain, low of 90f, high of 100f"
919,compton,wednesday,"foggy, low of 20f, high of 40f"
920,compton,thursday,"foggy, low of 20f, high of 30f"
921,compton,friday,"drizzle, low of 30f, high of 50f"
922,compton,saturday,"snow, low of 30f, high of 50f"
923,compton,sunday,"warm, low of 50f, high of 70f"
924,mountain_view,monday,"drizzle, low of 70f, high of 90f"
925,mountain_view,tuesday,"overcast, low of 30f, high of 40f"
926,mountain_view,wednesday,"cloudy, low of 30f, high of 40f"
927,mountain_view,thursday,"snow, low of 90f, high of 100f"
928,mountain_view,friday,"humid, low of 90f, high of 100f"
929,mountain_view,saturday,"raining, low of 30f, high of 40f"
930,mountain_view,sunday,"overcast, low of 50f, high of 60f"
931,inglewood,monday,"raining, low of 50f, high of 60f"
932,inglewood,tuesday,"overcast, low of 40f, high of 60f"
933,inglewood,wednesday,"overcast, low of 20f, high of 40f"
934,inglewood,thursday,"hot, low of 50f, high of 70f"
935,inglewood,friday,"cloudy, low of 50f, high of 70f"
936,inglewood,saturday,"overcast, low of 20f, high of 30f"
937,inglewood,sunday,"dry, low of 50f, high of 70f"
938,redwood_city,monday,"overcast, low of 90f, high of 100f"
939,redwood_city,tuesday,"drizzle, low of 90f, high of 100f"
940,redwood_city,wednesday,"rain, low of 70f, high of 90f"
941,redwood_city,thursday,"hot, low of 70f, high of 90f"
942,redwood_city,friday,"foggy, low of 80f, high of 90f"
943,redwood_city,saturday,"snow, low of 90f, high of 100f"
944,redwood_city,sunday,"hot, low of 80f, high of 90f"
945,swimming_activity,time,1 pm
946,swimming_activity,room,-
947,swimming_activity,party,-
948,swimming_activity,agenda,-
949,swimming_activity,date,monday
950,football_activity,time,11 am
952,football_activity,party,-
954,football_activity,date,thursday
955,lab_appointment,time,11 am
957,lab_appointment,party,-
960,medicine,time,1 pm
961,medicine,room,-
962,medicine,party,-
963,medicine,agenda,-
964,medicine,date,friday
965,meeting,time,7 pm
967,meeting,party,sales team
968,meeting,agenda,discuss the company picnic
969,meeting,date,monday
970,conference,time,10 am
971,conference,room,conference room 102
972,conference,party,executive team
973,conference,agenda,discuss the company picnic
974,conference,date,monday
976,panda_express,traffic_info,car collision nearby
977,panda_express,distance,6 miles
980,p.f._changs,distance,4 miles
983,topanga_mall,distance,2 miles
985,76,traffic_info,road block nearby
986,76,distance,5 miles
988,palo_alto_cafe,traffic_info,car collision nearby
989,palo_alto_cafe,distance,4 miles
992,chef_chu's,distance,3 miles
995,philz,distance,3 miles
997,starbucks,traffic_info,moderate traffic
998,starbucks,distance,6 miles
1000,toms_house,traffic_info,no traffic
1001,toms_house,distance,6 miles
1004,stanford_express_care,distance,2 miles
1006,philz,traffic_info,no traffic
1008,5672_barringer_street,address,5672 barringer street
1009,5672_barringer_street,traffic_info,no traffic
1010,5672_barringer_street,distance,2 miles
1013,dominos,distance,5 miles
1015,mandarin_roots,traffic_info,heavy traffic
1016,mandarin_roots,distance,5 miles
1019,valero,distance,1 miles
1023,home,address,10 ames street
1025,home,distance,3 miles
1027,pizza_hut,traffic_info,no traffic
1028,pizza_hut,distance,2 miles
1030,philz,traffic_info,road block nearby
1033,midtown_shopping_center,traffic_info,heavy traffic
1034,midtown_shopping_center,distance,2 miles
1036,76,traffic_info,heavy traffic
1037,76,distance,2 miles
1039,willows_market,traffic_info,road block nearby
1040,willows_market,distance,2 miles
1042,tai_pan,traffic_info,moderate traffic
1043,tai_pan,distance,1 miles
1044,san_mateo,monday,"humid, low of 60f, high of 70f"
1045,san_mateo,tuesday,"rain, low of 20f, high of 40f"
1046,san_mateo,wednesday,"cloudy, low of 60f, high of 70f"
1047,san_mateo,thursday,"foggy, low of 40f, high of 50f"
1048,san_mateo,friday,"windy, low of 60f, high of 80f"
1049,san_mateo,saturday,"cloudy, low of 80f, high of 100f"
1050,san_mateo,sunday,"cloudy, low of 70f, high of 80f"
1051,fresno,monday,"clear skies, low of 50f, high of 70f"
1052,fresno,tuesday,"frost, low of 40f, high of 50f"
1053,fresno,wednesday,"cloudy, low of 90f, high of 100f"
1054,fresno,thursday,"misty, low of 90f, high of 100f"
